a man
12,15,12,12,12,15,15,15,15,15,12,12,12,12,15,15
12,12,15,15,15,12,12,12,12,12,15,15,15,15,12,12
15,15,12,12,12,15,15,15,15,15,12,12,12,12,15,15
12,12,15,15,15,12,12,12,12,12,15,15,15,15,12,12
15,15,12,12,12,15,15,15,15,15,12,12,12,12,15,15
12,12,15,15,15,12,12,12,12,12,15,15,15,15,12,12
15,15,12,12,12,0,0,0,0,0,12,12,12,12,0,0
12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a green snake
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0
0,0,0,2,10,10,10,10,10,10,10,10,10,2,0,0
0,0,0,2,10,0,0,10,10,10,0,0,10,2,0,0
0,0,0,2,10,10,10,10,10,10,10,10,10,2,0,0
0,0,0,2,10,10,10,10,4,10,10,10,10,2,0,0
0,0,0,2,10,10,10,10,10,10,10,10,10,2,0,0
0,0,0,0,2,2,10,10,10,10,10,2,2,0,0,0
0,0,0,0,0,2,10,10,10,10,10,2,0,0,0,0
0,0,0,0,0,2,2,2,12,2,2,2,0,0,0,0
0,0,0,0,0,0,2,10,2,12,12,12,0,0,0,0
0,0,0,0,0,0,2,2,10,2,12,12,0,0,0,0
0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0
0,0,0,0,0,0,2,2,10,2,2,0,0,0,0,0
0,0,0,0,0,0,2,10,2,2,10,0,0,0,0,0
a white circle
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15,15,15,15,15,15,0,0,0,0,0
0,0,0,15,15,15,15,15,15,15,15,15,15,0,0,0
0,0,15,15,15,15,15,15,15,15,15,15,15,15,0,0
0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0
0,0,15,15,15,15,15,15,15,15,15,15,15,15,0,0
0,0,0,15,15,15,15,15,15,15,15,15,15,0,0,0
0,0,0,0,0,15,15,15,15,15,15,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a horse
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,6,15,6,6,6,0
0,0,0,0,0,0,0,0,6,7,15,6,6,6,6,0
0,0,0,0,0,0,0,6,15,6,6,6,6,14,6,0
0,0,0,0,0,15,15,7,6,15,6,6,6,6,6,6
6,6,6,6,6,7,6,6,6,7,6,0,0,6,6,6
6,6,7,6,6,6,7,6,6,6,6,0,0,0,6,6
6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0
6,7,6,6,6,6,6,6,6,6,6,6,6,0,0,0
6,6,6,6,6,6,7,6,6,0,0,6,6,6,0,0
6,6,0,0,0,0,0,6,6,6,0,0,6,6,6,0
0,6,6,0,0,0,0,0,0,6,6,0,0,0,6,6
6,6,0,0,0,0,0,0,6,6,0,0,0,6,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
